,Future Connection
"(733, 971)",0.0
"(656, 692)",0.0
"(546, 592)",0.0
"(468, 809)",0.0
"(204, 872)",0.0
"(807, 925)",0.0
"(110, 378)",0.0
"(173, 616)",0.0
"(90, 866)",0.0
"(391, 774)",0.0
"(231, 314)",0.0
"(196, 598)",0.0
"(302, 584)",0.0
"(440, 795)",0.0
"(649, 679)",0.0
"(529, 851)",0.0
"(549, 654)",0.0
"(177, 907)",0.0
"(163, 209)",1.0
"(212, 319)",0.0
"(662, 810)",0.0
"(520, 727)",0.0
"(289, 834)",0.0
"(176, 490)",0.0
"(138, 231)",0.0
"(359, 826)",0.0
"(112, 762)",0.0
"(674, 690)",0.0
"(355, 606)",0.0
"(411, 736)",0.0
"(197, 684)",0.0
"(785, 851)",0.0
"(148, 749)",0.0
"(80, 314)",1.0
"(256, 265)",0.0
"(457, 567)",0.0
"(282, 394)",0.0
"(140, 899)",0.0
"(717, 832)",0.0
"(172, 759)",0.0
"(233, 973)",0.0
"(321, 619)",0.0
"(528, 762)",0.0
"(556, 906)",0.0
"(364, 893)",0.0
"(91, 793)",0.0
"(693, 821)",0.0
"(157, 937)",0.0
"(242, 581)",0.0
"(131, 928)",0.0
"(293, 907)",0.0
"(894, 897)",0.0
"(71, 273)",0.0
"(581, 1003)",0.0
"(220, 641)",0.0
"(146, 324)",0.0
"(213, 368)",0.0
"(823, 904)",0.0
"(115, 944)",0.0
"(234, 284)",1.0
"(90, 222)",0.0
"(624, 679)",0.0
"(55, 477)",0.0
"(481, 702)",0.0
"(46, 911)",0.0
"(27, 659)",0.0
"(30, 996)",0.0
"(616, 850)",0.0
"(455, 887)",0.0
"(85, 199)",0.0
"(520, 526)",0.0
"(232, 976)",0.0
"(654, 679)",0.0
"(358, 791)",0.0
"(39, 197)",1.0
"(82, 970)",0.0
"(247, 750)",0.0
"(83, 931)",0.0
"(101, 247)",0.0
"(189, 323)",1.0
"(118, 403)",0.0
"(148, 275)",0.0
"(588, 942)",0.0
"(147, 288)",1.0
"(354, 967)",0.0
"(230, 300)",0.0
"(129, 239)",0.0
"(495, 883)",0.0
"(294, 434)",0.0
"(46, 410)",1.0
"(167, 1003)",0.0
"(290, 725)",0.0
"(382, 439)",0.0
"(654, 844)",0.0
"(638, 913)",0.0
"(587, 867)",0.0
"(516, 955)",0.0
"(666, 844)",0.0
"(613, 743)",0.0
"(95, 583)",0.0
"(108, 520)",0.0
"(162, 699)",0.0
"(498, 814)",0.0
"(278, 553)",0.0
"(62, 428)",1.0
"(947, 998)",0.0
"(67, 934)",0.0
"(48, 661)",0.0
"(163, 860)",0.0
"(428, 610)",0.0
"(482, 759)",0.0
"(251, 778)",1.0
"(967, 976)",0.0
"(585, 741)",1.0
"(271, 790)",0.0
"(421, 709)",0.0
"(349, 704)",0.0
"(859, 945)",0.0
"(84, 902)",0.0
"(356, 621)",0.0
"(211, 429)",0.0
"(777, 913)",0.0
"(303, 779)",0.0
"(657, 682)",0.0
"(852, 889)",0.0
"(725, 806)",0.0
"(386, 966)",0.0
"(207, 356)",0.0
"(243, 792)",0.0
"(710, 920)",0.0
"(494, 829)",0.0
"(890, 945)",0.0
"(535, 988)",0.0
"(492, 775)",0.0
"(531, 770)",0.0
"(45, 200)",0.0
"(706, 930)",0.0
"(176, 883)",0.0
"(17, 211)",1.0
"(9, 465)",0.0
"(694, 884)",0.0
"(398, 854)",0.0
"(160, 260)",1.0
"(52, 613)",0.0
"(317, 836)",0.0
"(266, 419)",0.0
"(375, 701)",0.0
"(108, 597)",0.0
"(781, 906)",0.0
"(360, 779)",0.0
"(90, 441)",0.0
"(229, 452)",0.0
"(305, 474)",0.0
"(294, 462)",0.0
"(708, 850)",0.0
"(573, 770)",0.0
"(717, 754)",0.0
"(128, 480)",1.0
"(256, 910)",0.0
"(210, 325)",0.0
"(204, 855)",0.0
"(149, 595)",0.0
"(146, 747)",0.0
"(264, 709)",0.0
"(142, 168)",1.0
"(323, 950)",1.0
"(287, 955)",0.0
"(186, 435)",0.0
"(399, 964)",0.0
"(380, 988)",0.0
"(248, 730)",0.0
"(461, 782)",0.0
"(300, 393)",0.0
"(494, 839)",0.0
"(582, 781)",0.0
"(492, 502)",0.0
"(459, 494)",1.0
"(657, 979)",0.0
"(76, 227)",0.0
"(237, 1001)",0.0
"(276, 567)",0.0
"(254, 670)",0.0
"(338, 465)",0.0
"(165, 620)",0.0
"(44, 564)",0.0
"(632, 892)",0.0
"(2, 350)",0.0
"(63, 1000)",0.0
"(225, 615)",0.0
"(74, 417)",0.0
"(429, 811)",0.0
"(898, 973)",0.0
"(247, 365)",1.0
"(710, 784)",0.0
"(719, 993)",0.0
"(180, 234)",1.0
"(398, 997)",0.0
"(93, 491)",1.0
"(17, 868)",0.0
"(444, 571)",0.0
"(170, 379)",1.0
"(441, 835)",0.0
"(131, 228)",0.0
"(599, 754)",0.0
"(118, 1004)",0.0
"(55, 372)",0.0
"(669, 768)",0.0
"(760, 785)",0.0
"(788, 997)",0.0
"(103, 307)",0.0
"(88, 556)",0.0
"(117, 492)",0.0
"(394, 605)",0.0
"(517, 611)",0.0
"(190, 561)",0.0
"(326, 510)",0.0
"(149, 431)",0.0
"(257, 737)",0.0
"(416, 434)",0.0
"(424, 763)",0.0
"(705, 781)",0.0
"(464, 725)",1.0
"(497, 861)",0.0
"(42, 432)",0.0
"(87, 450)",1.0
"(590, 912)",0.0
"(298, 312)",0.0
"(91, 848)",0.0
"(283, 950)",1.0
"(663, 928)",0.0
"(118, 248)",0.0
"(183, 548)",1.0
"(119, 746)",0.0
"(22, 240)",0.0
"(16, 87)",1.0
"(33, 212)",1.0
"(774, 879)",0.0
"(759, 844)",0.0
"(356, 777)",0.0
"(55, 220)",0.0
"(1, 775)",0.0
"(114, 510)",0.0
"(122, 980)",0.0
"(284, 600)",0.0
"(93, 521)",0.0
"(443, 853)",0.0
"(61, 976)",0.0
"(447, 536)",0.0
"(758, 883)",0.0
"(193, 515)",0.0
"(343, 499)",0.0
"(45, 878)",0.0
"(586, 949)",0.0
"(326, 437)",0.0
"(624, 662)",0.0
"(372, 515)",0.0
"(875, 945)",0.0
"(923, 991)",0.0
"(241, 397)",0.0
"(152, 371)",1.0
"(410, 511)",0.0
"(58, 309)",0.0
"(166, 744)",0.0
"(239, 976)",0.0
"(431, 435)",0.0
"(210, 335)",0.0
"(22, 678)",0.0
"(269, 678)",0.0
"(202, 635)",0.0
"(282, 922)",0.0
"(79, 647)",0.0
"(409, 797)",0.0
"(313, 829)",0.0
"(341, 540)",0.0
"(549, 830)",0.0
"(508, 961)",0.0
"(655, 891)",0.0
"(708, 821)",0.0
"(465, 967)",0.0
"(329, 663)",1.0
"(413, 563)",0.0
"(143, 692)",0.0
"(353, 832)",0.0
"(580, 849)",0.0
"(59, 392)",0.0
"(198, 885)",0.0
"(518, 945)",0.0
"(294, 427)",0.0
"(688, 882)",0.0
"(130, 571)",0.0
"(601, 838)",0.0
"(238, 572)",0.0
"(164, 280)",1.0
"(565, 948)",0.0
"(297, 838)",0.0
"(179, 328)",0.0
"(91, 451)",0.0
"(200, 454)",0.0
"(802, 885)",0.0
"(169, 451)",0.0
"(840, 996)",0.0
"(338, 494)",1.0
"(178, 315)",0.0
"(240, 306)",0.0
"(454, 953)",0.0
"(206, 811)",0.0
"(790, 886)",0.0
"(801, 985)",0.0
"(100, 599)",0.0
"(272, 478)",0.0
"(684, 909)",0.0
"(502, 599)",0.0
"(161, 164)",0.0
"(80, 276)",0.0
"(192, 544)",0.0
"(40, 586)",0.0
"(282, 448)",1.0
"(349, 844)",0.0
"(530, 798)",0.0
"(499, 803)",0.0
"(786, 846)",0.0
"(201, 441)",1.0
"(172, 200)",1.0
"(530, 971)",0.0
"(625, 873)",0.0
"(373, 811)",0.0
"(131, 408)",1.0
"(664, 852)",0.0
"(609, 845)",0.0
"(3, 866)",0.0
"(586, 644)",0.0
"(51, 279)",0.0
"(33, 419)",0.0
"(227, 368)",0.0
"(757, 865)",0.0
"(489, 959)",0.0
"(90, 813)",0.0
"(8, 995)",0.0
"(11, 787)",0.0
"(226, 761)",0.0
"(212, 705)",0.0
"(17, 997)",0.0
"(326, 352)",0.0
"(104, 719)",1.0
"(353, 641)",0.0
"(292, 785)",0.0
"(172, 520)",1.0
"(632, 655)",0.0
"(389, 725)",0.0
"(12, 436)",0.0
"(287, 316)",0.0
"(582, 801)",0.0
"(200, 854)",0.0
"(52, 356)",0.0
"(127, 852)",0.0
"(312, 855)",0.0
"(186, 552)",0.0
"(264, 413)",0.0
"(18, 458)",0.0
"(180, 369)",0.0
"(197, 202)",1.0
"(154, 675)",0.0
"(286, 943)",0.0
"(88, 242)",1.0
"(603, 632)",0.0
"(109, 787)",0.0
"(161, 261)",0.0
"(190, 410)",0.0
"(208, 982)",0.0
"(466, 662)",0.0
"(166, 236)",1.0
"(94, 842)",0.0
"(574, 934)",0.0
"(223, 424)",1.0
"(137, 937)",0.0
"(78, 454)",0.0
"(596, 860)",0.0
"(171, 567)",0.0
"(378, 916)",0.0
"(124, 255)",0.0
"(62, 654)",1.0
"(653, 833)",0.0
"(198, 791)",0.0
"(166, 909)",0.0
"(273, 472)",0.0
"(613, 789)",0.0
"(479, 583)",0.0
"(617, 684)",1.0
"(304, 581)",0.0
"(242, 978)",0.0
"(553, 780)",0.0
"(431, 455)",0.0
"(659, 838)",0.0
"(266, 645)",1.0
"(360, 937)",0.0
"(388, 907)",0.0
"(594, 792)",0.0
"(25, 540)",0.0
"(30, 220)",0.0
"(677, 856)",0.0
"(71, 902)",0.0
"(304, 859)",1.0
"(210, 419)",1.0
"(622, 781)",0.0
"(281, 470)",0.0
"(319, 765)",0.0
"(618, 765)",0.0
"(574, 901)",0.0
"(109, 527)",0.0
"(404, 469)",0.0
"(305, 466)",0.0
"(54, 632)",0.0
"(104, 341)",0.0
"(627, 935)",0.0
"(186, 647)",0.0
"(336, 357)",0.0
"(383, 461)",0.0
"(562, 798)",0.0
"(731, 909)",0.0
"(604, 617)",0.0
"(48, 713)",0.0
"(408, 779)",0.0
"(223, 718)",0.0
"(477, 899)",0.0
"(287, 360)",0.0
"(380, 966)",0.0
"(165, 607)",1.0
"(532, 973)",0.0
"(161, 453)",0.0
"(580, 856)",0.0
"(177, 917)",0.0
"(17, 832)",0.0
"(37, 438)",1.0
"(736, 742)",0.0
"(148, 694)",0.0
"(300, 423)",1.0
"(400, 653)",0.0
"(293, 635)",0.0
"(290, 751)",1.0
"(541, 694)",0.0
"(41, 782)",0.0
"(205, 599)",0.0
"(414, 909)",0.0
"(767, 949)",0.0
"(254, 574)",0.0
"(35, 212)",1.0
"(131, 732)",0.0
"(132, 418)",0.0
"(139, 796)",0.0
"(169, 647)",0.0
"(698, 732)",0.0
"(77, 584)",0.0
"(89, 883)",0.0
"(761, 938)",0.0
"(390, 770)",0.0
"(544, 830)",0.0
"(14, 693)",0.0
"(9, 828)",0.0
"(576, 602)",0.0
"(653, 842)",0.0
"(143, 344)",0.0
"(140, 804)",0.0
"(137, 631)",0.0
"(689, 970)",0.0
"(457, 766)",0.0
"(8, 719)",0.0
"(437, 810)",0.0
"(32, 489)",0.0
"(463, 954)",0.0
"(137, 266)",0.0
"(13, 746)",0.0
"(333, 524)",0.0
"(804, 966)",0.0
"(143, 920)",0.0
"(248, 481)",0.0
"(635, 901)",0.0
"(333, 806)",0.0
"(247, 694)",0.0
"(372, 672)",0.0
"(579, 645)",0.0
"(138, 344)",0.0
"(383, 761)",0.0
"(522, 641)",0.0
"(180, 908)",0.0
"(211, 423)",1.0
"(316, 439)",0.0
"(644, 902)",0.0
"(605, 630)",0.0
"(30, 183)",1.0
"(105, 551)",0.0
"(303, 996)",0.0
"(26, 427)",1.0
"(248, 997)",0.0
"(111, 165)",0.0
"(196, 493)",0.0
"(392, 526)",0.0
"(198, 620)",0.0
"(516, 848)",0.0
"(268, 973)",0.0
"(527, 846)",0.0
"(587, 802)",0.0
"(758, 960)",0.0
"(67, 88)",0.0
"(379, 411)",0.0
"(120, 877)",0.0
"(753, 760)",0.0
"(896, 995)",0.0
"(178, 519)",0.0
"(489, 565)",0.0
"(258, 351)",0.0
"(72, 751)",0.0
"(550, 953)",0.0
"(28, 162)",1.0
"(432, 752)",0.0
"(668, 786)",0.0
"(200, 693)",0.0
"(727, 948)",0.0
"(182, 228)",0.0
"(490, 511)",0.0
"(33, 219)",0.0
"(37, 991)",0.0
"(752, 800)",0.0
"(707, 746)",0.0
"(365, 713)",0.0
"(200, 744)",0.0
"(500, 516)",0.0
"(1, 340)",1.0
"(547, 684)",0.0
"(308, 844)",0.0
"(527, 945)",0.0
"(284, 918)",0.0
"(49, 875)",0.0
"(592, 955)",0.0
"(235, 879)",0.0
"(688, 736)",0.0
"(269, 396)",0.0
"(83, 291)",0.0
"(461, 659)",0.0
"(37, 987)",0.0
"(47, 773)",0.0
"(17, 925)",0.0
"(592, 758)",0.0
"(376, 960)",0.0
"(20, 70)",0.0
"(835, 902)",0.0
"(130, 461)",0.0
"(577, 654)",0.0
"(280, 315)",0.0
"(671, 728)",0.0
"(358, 741)",0.0
"(484, 800)",0.0
"(590, 989)",0.0
"(121, 966)",0.0
"(54, 312)",0.0
"(119, 982)",0.0
"(430, 735)",0.0
"(435, 902)",0.0
"(619, 832)",0.0
"(545, 546)",0.0
"(365, 743)",0.0
"(482, 783)",0.0
"(275, 658)",0.0
"(0, 530)",0.0
"(367, 969)",0.0
"(638, 705)",0.0
"(308, 606)",0.0
"(73, 983)",0.0
"(35, 761)",0.0
"(240, 427)",0.0
"(650, 764)",0.0
"(42, 702)",0.0
"(604, 885)",0.0
"(357, 916)",0.0
"(259, 585)",0.0
"(8, 396)",0.0
"(303, 598)",0.0
"(143, 356)",1.0
"(347, 358)",0.0
"(360, 983)",0.0
"(732, 802)",0.0
"(284, 801)",0.0
"(424, 978)",0.0
"(39, 308)",0.0
"(339, 432)",0.0
"(163, 826)",0.0
"(492, 959)",0.0
"(6, 354)",0.0
"(626, 701)",0.0
"(90, 500)",0.0
"(592, 725)",0.0
"(22, 385)",0.0
"(647, 695)",0.0
"(445, 830)",0.0
"(67, 620)",0.0
"(336, 740)",0.0
"(346, 759)",0.0
"(395, 770)",0.0
"(131, 746)",0.0
"(782, 783)",0.0
"(201, 632)",0.0
"(209, 840)",0.0
"(862, 962)",0.0
"(93, 408)",0.0
"(827, 897)",0.0
"(624, 879)",0.0
"(221, 398)",0.0
"(102, 866)",0.0
"(127, 583)",0.0
"(567, 860)",0.0
"(25, 950)",0.0
"(664, 713)",0.0
"(657, 960)",0.0
"(63, 600)",0.0
"(342, 760)",0.0
"(530, 601)",0.0
"(349, 859)",0.0
"(434, 454)",0.0
"(253, 730)",0.0
"(103, 893)",0.0
"(321, 441)",0.0
"(318, 794)",0.0
"(418, 965)",0.0
"(359, 818)",0.0
"(225, 708)",0.0
"(52, 566)",0.0
"(728, 890)",0.0
"(239, 798)",0.0
"(143, 502)",0.0
"(148, 244)",0.0
"(841, 983)",0.0
"(397, 474)",0.0
"(88, 140)",0.0
"(599, 937)",0.0
"(42, 750)",0.0
"(283, 691)",0.0
"(125, 373)",0.0
"(599, 760)",0.0
"(432, 550)",0.0
"(856, 928)",0.0
"(794, 892)",0.0
"(103, 300)",0.0
"(646, 869)",0.0
"(537, 799)",0.0
"(366, 809)",1.0
"(190, 518)",1.0
"(102, 758)",0.0
"(458, 537)",0.0
"(321, 959)",0.0
"(814, 815)",0.0
"(635, 961)",0.0
"(622, 997)",0.0
"(581, 930)",0.0
"(45, 867)",0.0
"(172, 472)",0.0
"(388, 663)",0.0
"(220, 819)",0.0
"(735, 986)",0.0
"(96, 142)",1.0
"(146, 589)",0.0
"(7, 218)",0.0
"(663, 705)",0.0
"(720, 994)",0.0
"(479, 593)",0.0
"(358, 401)",0.0
"(148, 216)",0.0
"(298, 661)",0.0
"(487, 901)",0.0
"(23, 992)",0.0
"(371, 420)",1.0
"(190, 444)",0.0
"(313, 729)",0.0
"(51, 298)",0.0
"(540, 683)",0.0
"(45, 885)",0.0
"(659, 674)",0.0
"(103, 311)",0.0
"(652, 696)",0.0
"(531, 805)",0.0
"(173, 461)",0.0
"(426, 750)",0.0
"(416, 848)",0.0
"(582, 991)",0.0
"(628, 931)",0.0
"(946, 981)",0.0
"(180, 761)",0.0
"(540, 669)",0.0
"(257, 621)",1.0
"(56, 93)",0.0
"(731, 975)",0.0
"(416, 496)",0.0
"(230, 521)",0.0
"(95, 414)",0.0
"(11, 158)",0.0
"(229, 293)",0.0
"(400, 1003)",0.0
"(50, 853)",0.0
"(123, 156)",1.0
"(542, 979)",0.0
"(529, 784)",0.0
"(235, 666)",0.0
"(233, 588)",0.0
"(53, 292)",1.0
"(337, 569)",0.0
"(610, 703)",0.0
"(152, 204)",0.0
"(53, 504)",1.0
"(538, 988)",0.0
"(260, 648)",0.0
"(167, 478)",0.0
"(174, 746)",0.0
"(200, 209)",0.0
"(680, 772)",0.0
"(76, 855)",1.0
"(118, 658)",0.0
"(177, 697)",0.0
"(632, 781)",0.0
"(292, 571)",0.0
"(75, 785)",0.0
"(291, 379)",0.0
"(419, 562)",1.0
"(152, 539)",0.0
"(256, 988)",0.0
"(314, 803)",0.0
"(81, 953)",0.0
"(40, 702)",0.0
"(33, 186)",0.0
"(550, 696)",0.0
"(318, 811)",0.0
"(193, 535)",0.0
"(147, 357)",1.0
"(215, 636)",0.0
"(128, 726)",0.0
"(176, 899)",0.0
"(390, 399)",0.0
"(53, 647)",0.0
"(223, 446)",0.0
"(170, 630)",0.0
"(476, 728)",0.0
"(279, 812)",0.0
"(45, 358)",0.0
"(222, 708)",0.0
"(178, 847)",0.0
"(360, 768)",0.0
"(413, 447)",0.0
"(37, 926)",0.0
"(10, 171)",0.0
"(301, 852)",0.0
"(39, 903)",0.0
"(76, 802)",0.0
"(221, 675)",0.0
"(368, 903)",0.0
"(553, 895)",0.0
"(299, 917)",0.0
"(381, 386)",1.0
"(895, 907)",0.0
"(167, 499)",0.0
"(200, 834)",0.0
"(378, 502)",0.0
"(351, 464)",0.0
"(195, 595)",0.0
"(47, 83)",1.0
"(367, 399)",0.0
"(233, 806)",0.0
"(185, 550)",0.0
"(501, 535)",0.0
"(159, 653)",0.0
"(382, 979)",0.0
"(590, 830)",0.0
"(180, 246)",0.0
"(155, 220)",0.0
"(223, 794)",0.0
"(455, 641)",0.0
"(47, 524)",0.0
"(234, 955)",0.0
"(625, 757)",0.0
"(248, 876)",0.0
"(479, 919)",0.0
"(539, 621)",0.0
"(154, 696)",0.0
"(307, 422)",0.0
"(445, 779)",0.0
"(28, 252)",1.0
"(268, 841)",0.0
"(230, 455)",0.0
"(351, 723)",0.0
"(41, 852)",0.0
"(914, 968)",0.0
"(574, 800)",1.0
"(50, 498)",0.0
"(884, 900)",0.0
"(515, 732)",0.0
"(114, 296)",1.0
"(515, 747)",1.0
"(502, 798)",0.0
"(534, 632)",0.0
"(554, 642)",0.0
"(692, 862)",0.0
"(255, 813)",0.0
"(361, 389)",0.0
"(271, 965)",0.0
"(581, 840)",0.0
"(430, 436)",0.0
"(144, 780)",0.0
"(292, 454)",0.0
"(112, 650)",0.0
"(168, 818)",1.0
"(54, 547)",0.0
"(90, 384)",0.0
"(746, 864)",0.0
"(221, 848)",0.0
"(350, 518)",0.0
"(390, 869)",1.0
"(621, 904)",0.0
"(168, 560)",1.0
"(950, 992)",0.0
"(851, 951)",0.0
"(66, 359)",0.0
"(611, 904)",0.0
"(524, 544)",0.0
"(541, 567)",0.0
"(500, 767)",0.0
"(771, 867)",0.0
"(19, 779)",0.0
"(350, 859)",0.0
"(804, 878)",0.0
"(658, 888)",0.0
"(31, 578)",0.0
"(14, 469)",0.0
"(208, 969)",0.0
"(86, 411)",1.0
"(710, 712)",0.0
"(43, 334)",0.0
"(84, 186)",1.0
"(150, 590)",0.0
"(494, 614)",0.0
"(557, 588)",0.0
"(445, 660)",0.0
"(184, 689)",0.0
"(457, 948)",0.0
"(159, 337)",0.0
"(487, 628)",0.0
"(279, 636)",0.0
"(435, 689)",0.0
"(158, 563)",0.0
"(236, 285)",1.0
"(335, 721)",0.0
"(398, 473)",0.0
"(351, 785)",0.0
"(288, 789)",0.0
"(412, 754)",0.0
"(448, 508)",0.0
"(583, 700)",0.0
"(285, 447)",0.0
"(329, 345)",0.0
"(412, 509)",0.0
"(749, 931)",0.0
"(409, 827)",0.0
"(384, 656)",0.0
"(740, 922)",0.0
"(370, 712)",0.0
"(438, 658)",0.0
"(98, 734)",0.0
"(149, 696)",0.0
"(83, 151)",0.0
"(281, 679)",0.0
"(241, 748)",0.0
"(877, 1002)",0.0
"(74, 192)",0.0
"(652, 941)",0.0
"(298, 678)",0.0
"(350, 788)",0.0
"(70, 837)",0.0
"(19, 1002)",0.0
"(38, 732)",0.0
"(632, 870)",0.0
"(422, 545)",0.0
"(440, 997)",0.0
"(139, 219)",0.0
"(475, 587)",0.0
"(414, 444)",0.0
"(421, 855)",0.0
"(371, 555)",0.0
"(331, 911)",0.0
"(224, 861)",0.0
"(273, 512)",0.0
"(718, 876)",0.0
"(178, 443)",0.0
"(371, 951)",0.0
"(34, 105)",0.0
"(55, 405)",0.0
"(246, 503)",1.0
"(245, 603)",0.0
"(532, 953)",0.0
"(72, 960)",0.0
"(272, 603)",0.0
"(64, 875)",0.0
"(284, 303)",0.0
"(532, 651)",0.0
"(368, 925)",0.0
"(64, 214)",1.0
"(76, 776)",0.0
"(89, 915)",0.0
"(414, 738)",0.0
"(343, 470)",0.0
"(572, 789)",1.0
"(214, 828)",0.0
"(749, 824)",0.0
"(218, 523)",0.0
"(804, 829)",0.0
"(46, 878)",0.0
"(12, 486)",0.0
"(144, 788)",0.0
"(930, 976)",0.0
"(274, 752)",0.0
"(371, 806)",0.0
"(657, 867)",0.0
"(423, 612)",0.0
"(159, 791)",0.0
"(115, 272)",1.0
"(0, 356)",0.0
"(37, 272)",0.0
"(653, 731)",0.0
"(381, 989)",0.0
"(194, 994)",0.0
"(566, 918)",0.0
"(527, 722)",0.0
"(894, 941)",0.0
"(201, 226)",0.0
"(188, 989)",0.0
"(521, 714)",0.0
"(462, 510)",0.0
"(208, 664)",0.0
"(533, 744)",0.0
"(417, 955)",0.0
"(779, 911)",0.0
"(81, 959)",0.0
"(147, 711)",0.0
"(176, 519)",1.0
"(159, 981)",0.0
"(231, 239)",0.0
"(396, 647)",0.0
"(313, 498)",0.0
"(356, 753)",0.0
"(29, 562)",0.0
"(936, 984)",0.0
"(260, 485)",0.0
"(17, 706)",0.0
"(174, 884)",0.0
"(381, 985)",0.0
"(460, 988)",0.0
"(748, 898)",0.0
"(128, 943)",0.0
"(28, 118)",1.0
"(308, 474)",1.0
"(129, 720)",0.0
"(251, 948)",0.0
"(155, 374)",0.0
"(707, 997)",0.0
"(632, 924)",0.0
"(313, 902)",0.0
"(63, 382)",0.0
"(189, 588)",0.0
"(140, 319)",0.0
"(241, 898)",0.0
"(303, 305)",1.0
"(192, 788)",0.0
"(159, 682)",0.0
"(546, 631)",0.0
"(334, 599)",0.0
"(222, 398)",0.0
"(67, 654)",0.0
"(339, 810)",0.0
"(458, 878)",0.0
"(812, 822)",0.0
"(171, 278)",0.0
"(193, 633)",0.0
"(144, 198)",0.0
"(746, 965)",0.0
"(180, 353)",1.0
"(79, 699)",0.0
"(45, 394)",0.0
"(706, 925)",0.0
"(598, 816)",0.0
"(674, 743)",0.0
"(191, 295)",1.0
"(34, 676)",0.0
"(592, 641)",0.0
"(151, 976)",1.0
"(246, 656)",0.0
"(692, 853)",0.0
"(787, 929)",0.0
"(394, 680)",0.0
"(393, 992)",0.0
"(623, 937)",0.0
"(268, 671)",0.0
"(284, 353)",0.0
"(547, 704)",0.0
"(291, 564)",0.0
"(524, 670)",0.0
"(259, 588)",0.0
"(262, 836)",0.0
"(333, 691)",0.0
"(19, 395)",0.0
"(628, 679)",0.0
"(400, 659)",0.0
"(392, 1004)",0.0
"(126, 641)",1.0
"(26, 528)",0.0
"(447, 829)",0.0
"(265, 582)",0.0
"(46, 387)",0.0
"(226, 749)",0.0
"(446, 928)",0.0
"(175, 296)",0.0
"(419, 700)",0.0
"(27, 557)",1.0
"(375, 560)",1.0
"(351, 614)",0.0
"(164, 256)",0.0
"(146, 243)",0.0
"(129, 737)",0.0
"(387, 435)",0.0
"(644, 845)",0.0
"(326, 930)",0.0
"(106, 470)",0.0
"(242, 295)",0.0
"(613, 688)",0.0
"(412, 493)",0.0
"(458, 639)",0.0
"(91, 910)",0.0
"(46, 64)",1.0
"(2, 624)",0.0
"(57, 109)",0.0
"(441, 874)",0.0
"(171, 235)",0.0
"(328, 944)",0.0
"(744, 888)",0.0
"(634, 756)",0.0
"(60, 194)",0.0
"(599, 973)",0.0
"(159, 985)",0.0
"(188, 867)",0.0
"(381, 946)",0.0
"(519, 845)",0.0
"(741, 811)",0.0
"(378, 511)",0.0
"(177, 262)",0.0
"(22, 509)",0.0
"(426, 727)",0.0
"(864, 958)",0.0
"(332, 981)",0.0
"(344, 578)",0.0
"(105, 448)",0.0
"(472, 515)",0.0
"(69, 301)",1.0
"(659, 961)",0.0
"(37, 454)",0.0
"(26, 685)",0.0
"(180, 675)",0.0
"(173, 187)",1.0
"(657, 715)",0.0
"(428, 577)",0.0
"(54, 502)",0.0
"(450, 784)",0.0
"(24, 817)",0.0
"(117, 386)",0.0
"(218, 491)",0.0
"(170, 595)",0.0
"(223, 831)",0.0
"(629, 837)",0.0
"(52, 556)",0.0
"(756, 993)",0.0
"(263, 864)",0.0
"(375, 573)",0.0
"(513, 583)",0.0
"(445, 858)",0.0
"(509, 754)",0.0
"(316, 817)",0.0
"(124, 339)",0.0
"(567, 623)",0.0
"(140, 536)",0.0
"(81, 431)",1.0
"(207, 439)",1.0
"(398, 417)",0.0
"(108, 138)",0.0
"(228, 745)",0.0
"(113, 713)",0.0
"(122, 610)",0.0
"(179, 631)",0.0
"(754, 777)",0.0
"(526, 750)",0.0
"(621, 629)",0.0
"(810, 906)",0.0
"(790, 956)",0.0
"(261, 837)",0.0
"(737, 745)",0.0
"(173, 339)",0.0
"(368, 407)",0.0
"(195, 982)",0.0
"(456, 577)",0.0
"(218, 609)",0.0
"(705, 854)",0.0
"(43, 750)",0.0
"(461, 969)",0.0
"(357, 874)",0.0
"(450, 762)",0.0
"(152, 1003)",0.0
"(196, 790)",0.0
"(359, 808)",0.0
"(120, 249)",0.0
"(33, 319)",0.0
"(612, 721)",0.0
"(664, 669)",0.0
"(695, 833)",0.0
"(1, 576)",0.0
"(311, 536)",0.0
"(930, 992)",0.0
"(182, 264)",0.0
"(75, 981)",1.0
"(87, 933)",0.0
"(321, 536)",0.0
"(49, 279)",0.0
"(225, 512)",0.0
"(55, 484)",0.0
"(766, 879)",0.0
"(209, 334)",0.0
"(29, 983)",0.0
"(630, 812)",0.0
"(549, 665)",0.0
"(514, 532)",0.0
"(736, 987)",0.0
"(306, 493)",1.0
"(159, 659)",0.0
"(139, 293)",0.0
"(61, 803)",0.0
"(234, 1004)",0.0
"(123, 660)",0.0
"(273, 839)",0.0
"(265, 625)",0.0
"(552, 994)",0.0
"(602, 928)",0.0
"(218, 520)",0.0
"(631, 722)",0.0
"(433, 727)",0.0
"(29, 168)",1.0
"(49, 737)",0.0
"(600, 891)",0.0
"(84, 991)",0.0
"(76, 532)",0.0
"(121, 293)",0.0
"(218, 498)",0.0
"(247, 443)",0.0
"(391, 693)",0.0
"(310, 626)",0.0
"(649, 988)",0.0
"(455, 499)",0.0
"(825, 894)",0.0
"(98, 707)",0.0
"(419, 558)",0.0
"(176, 572)",1.0
"(448, 852)",0.0
"(150, 853)",0.0
"(86, 1001)",0.0
"(836, 858)",0.0
"(632, 700)",0.0
