,name,grape,region,variety,rating,notes
3861,Beaulieu Vineyard Reserve Tapestry 2009,,"Napa Valley, California",Red Wine,91.0,"The 2009 Beaulieu Vineyard Reserve Tapestry displays the art of blending varietals and vineyard locations to create a wine that combines layer upon layer of flavors and excellent depth with graceful tannin structure. Deep, briary blackberry and cassis character comes from the wine's core of Cabernet Sauvignon. Black-cherry notes and a plush midpalate texture reveal a generous blending of Merlot, while Cabernet Franc, Petit Verdot and Malbec add violet, forest loam and graphite notes, as well as deep saturated color and rich texture.  "
3862,Beaulieu Vineyard Reserve Tapestry 2010,,"Napa Valley, California",Red Wine,90.0,"The notably cool growing season gave our 2010 Beaulieu Vineyard Reserve Tapestry very elegant and aromatic dark-red fruit character. Hints of sun-warmed roses weave through cherry liqueur and briary blackberry notes, which come from the wine's core of Cabernet Sauvignon. The plush, midpalate texture and dark chocolate–cherry truffle nuances reveal a generous blending of Merlot, while Cabernet Franc, Petit Verdot and Malbec add the rose, forest loam and graphite notes. "
3863,Beaulieu Vineyard Reserve Tapestry 2012,,"Napa Valley, California",Red Wine,92.0,"Considered a superb vintage, the dry, sunny growing season gave the 2012 Reserve Tapestry its opulent, dark-fruit character and plush-textured mouthfeel while five Bordeaux-heritage varietals contributed layer-upon-layer of flavor complexity. This is a wine that shows the artistry of the winemaker. Jeffrey chose Cabernet Sauvignon and Merlot for the wine's core briary blackberry and cassis expression and its plush mid-palate structure. He then added Cabernet Franc, Petit Verdot and Malbec to complete the blend with nuances of ripe plum, rose forest loam and graphite."
3864,Beaulieu Vineyard Reserve Tapestry 2013,,"Napa Valley, California",Red Wine,90.0,"The 2013 Tapestry reflects the 2013-growing season with its dense, powerful aromas and flavors, with bold structure. This is a wine that shows the artistry of blending five Bordeaux-heritage grape varieties, which contributed layer-upon-layer of flavor complexity. Cabernet Sauvignon gave the wine its generous core of briary blackberry and cassis expression, while we increased the amount of Merlot this year to tame the tannins and add plush mid-palate texture. Malbec contributed deep plum notes, whileCabernet Franc and Petit Verdot completed the blend with nuances of rose, forest loam and graphite."
3865,Beaulieu Vineyard Reserve Tapestry 2014,,"Napa Valley, California",Red Wine,90.0,"The 2014 Tapestry reflects the 2014-growing season with its dense, powerful aromas and flavors, with bold structure. This is a wine that shows the artistry of blending five Bordeaux-heritage grape varieties, which contributed layer-upon-layer of flavor complexity. Cabernet Sauvignon gave the wine its generous core of briary blackberry and cassis expression, while we increased the amount of Merlot this year to tame the tannins and add plush mid-palate texture. Malbec contributed deep plum notes, while Cabernet Franc and Petit Verdot completed the blend with nuances of rose, forest loam and graphite. "
3866,Beaulieu Vineyard Reserve Tapestry (torn label) 1997,,"Napa Valley, California",Red Wine,94.0,"Dark ruby-violet color. The deep character of the '97 vintage is revealed in the fine, vanilla-scented, allspice, clove, blackberry and cherry bouquet of this wine. The youthful flavors are very deep and full-bodied, showing ripe, mouth-filling, anise and black fruit character. Richly textured, with firm but ripe tannins, there is plenty of extract and flesh to balance the structure. Persistent minerality and spicy fruit in the finish add complexity and depth to this powerful wine, which should reach its peak in a decade, though it is opulent enough now to enjoy with rich meat dishes."
3867,Beaulieu Vineyard Rutherford Cabernet Sauvignon 1998,,"Napa Valley, California",Red Wine,88.0,"Fine deep ruby black, nearly opaque color. Strong, minerally, loam and spice aromas with loads of black currant fruit and a hint of opulent new oak vanilla. Deeply constituted ripe black fruit flavors show a lot of briary-dusty notes as well, typical of Rutherford Cabernet. Rich and fleshy, with moderately full tannins and a strong ripe finish, this should age well for at least a decade, but is quite dense and delicious now."
3868,Beaulieu Vineyard Rutherford Cabernet Sauvignon 2001,,"Rutherford, Napa Valley, California",Red Wine,92.0,"Full violet-ruby color. Distinctive Rutherford aromas of black cherry, dark olive and mineral scents, combined with an underlying whiff of smoky-vanilla oak mixed with wild blackberry. The flavors echo the nose; olive, black cherry and Rutherford minerality, framed by medium acidity and very suave supple tannin. Medium-full bodied in texture with a fine balance between the alcohol, fruit and tannin, this young wine already drinks well, but has the stuffing to support 6-10 years aging. "
3869,Beaulieu Vineyard Rutherford Cabernet Sauvignon 2002,,"Napa Valley, California",Red Wine,92.0,"Full violet-ruby color. Distinctive Rutherford aromas of black cherry, dark olive and mineral scents, combined with an underlying whiff of smoky-vanilla oak mixed with wild blackberry. The flavors echo the nose; olive, black cherry and Rutherford minerality, framed by medium acidity and very suave supple tannin. Medium-full bodied in texture with a fine balance between the alcohol, fruit and tannin, this young wine already drinks well, but has the stuffing to support 6-10 years aging.  "
3870,Beaulieu Vineyard Rutherford Cabernet Sauvignon 2006,,"Napa Valley, California",Red Wine,91.0,"Our 2006 Rutherford Cabernet Sauvignon captures the true essence of Rutherford. ""It is like walking through a blackberry bramble in the heat of summer,"" explains Winemaker Jeffrey Stambor. ""There is an explosion of blackberry fruit, earthiness as you kick up some dust and a hint of dried leaf character."" With opulent dark berry, black cherry, cocoa, anise, forest loam and mineral notes, the wine has well-integrated oak spices that heighten alongside fruity aromas for a long, lingering finish. "
3871,Beaulieu Vineyard Rutherford Cabernet Sauvignon 2007,,"Napa Valley, California",Red Wine,90.0,"Ideal conditions throughout the 2007 growing season made for a smooth and easy harvest of phenomenal quality. Napa Valley's famous night fog persisted during ripening, retaining bright grape acidity, while the moderately sunny days developed ripe flavors. The varietals ripened in textbook order, with late-maturing Cabernet Sauvignon wrapping up the harvest from late September to mid-October. Mother Nature dealt us a good hand for crafting beautifully balanced, opulent wines. "
3872,Beaulieu Vineyard Rutherford Cabernet Sauvignon 2008,,"Napa Valley, California",Red Wine,89.0,"This wine exudes its sense of place—the personality and quality of Cabernet Sauvignon grown on Napa Valley's Rutherford Bench. Our 2008 Beaulieu Vineyard Rutherford Cabernet Sauvignon captures this area with briary blackberry, dark plum, black cherry, chocolate and tobacco leaf. The famous Rutherford Dust gives the wine cocoa-powder tannins and texture, while well-integrated oak adds toasty mocha notes to the generous aromas and expansive flavors."
3873,Beaulieu Vineyard Rutherford Cabernet Sauvignon 2009,,"Napa Valley, California",Red Wine,90.0,"This wine exudes its sense of place—the personality and quality of Cabernet Sauvignon grown on Napa Valley's Rutherford Bench. Our 2009 Beaulieu Vineyard Rutherford Cabernet Sauvignon captures this area with briary blackberry, dark plum, black cherry, chocolate and tobacco leaf. The famous Rutherford Dust gives the wine cocoa-powder tannins and texture, while well-integrated oak adds toasty mocha notes to the generous aromas and expansive flavors."
3874,Beaulieu Vineyard Rutherford Cabernet Sauvignon 2012,,"Rutherford, Napa Valley, California",Red Wine,90.0,"The 2012 Rutherford Cabernet Sauvignon fills the senses with deep, fully ripe blackberry, cassis and black cherry aromas and flavors, nuanced with violet, tobacco and new leather. The wine expands across the palate in broad, full-bodied flavors, with a firm structure of cocoa powder tannins. Hints of toasty spice and dark chocolate from barrel aging permeate the aromas and linger on the intense finish. The texture is rich, and the balance is impeccable, inviting you back to take another sip.  "
3875,Beaulieu Vineyard Rutherford Cabernet Sauvignon 2013,,"Rutherford, Napa Valley, California",Red Wine,90.0,"This wine exudes its sense of place—the personality and quality of Cabernet Sauvignon grown on Napa Valley’s Rutherford Bench. Our 2013 Beaulieu Vineyard Rutherford Cabernet Sauvignon captures this area with briary blackberry, dark plum, black cherry, chocolate and tobacco leaf. The famous Rutherford Dust gives the wine cocoa-powder tannins and texture, while well-integrated oak adds toasty mocha notes to the generous aromas and expansive flavors."
3876,Beaulieu Vineyard Rutherford Cabernet Sauvignon 2015,,"Rutherford, Napa Valley, California",Red Wine,92.0,"This Cabernet Sauvignon boldly boasts its Rutherford AVA sourcing with its great saturation of color, aromas and flavors. Its massive brambly blackberry, cassis and black plum expressionintermingles with nuances of earthy forest loam, mocha, pipe tobacco, caramel and sweet oak spices. The structured ""Rutherford dust"" tannins give this wine its dense texture and expansivemouthfeel, while balanced acidity from the excellent growing season adds vibrancy."
3877,Beaulieu Vineyard Rutherford Cabernet Sauvignon 2016,,"Rutherford, Napa Valley, California",Red Wine,90.0,"This Cabernet Sauvignon truly expresses its Rutherford AVA sourcing with tremendous saturation of color, aromas and flavors. The nose is ripe with fresh dark blackberry, black cherry and cassis notes alongside nuances of floral violet and sweet oak spices. On the palate, there are darker fruit notes supported by hints of dark chocolate and anise seed. The structured “Rutherford dust” tannins are fine grained and more rustic in style for this vintage, showcasing the signature fine cocoa powder texture and expansive mouthfeel. Incredibly elegant and balanced, with vibrant acidity from the perfect growing season provides concentration, depth and freshness on the finish. "
3878,Beaulieu Vineyard Rutherford Cabernet Sauvignon (375ML half-bottle) 2007,,"Napa Valley, California",Red Wine,90.0,"Ideal conditions throughout the 2007 growing season made for a smooth and easy harvest of phenomenal quality. Napa Valley's famous night fog persisted during ripening, retaining bright grape acidity, while the moderately sunny days developed ripe flavors. The varietals ripened in textbook order, with late-maturing Cabernet Sauvignon wrapping up the harvest from late September to mid-October. Mother Nature dealt us a good hand for crafting beautifully balanced, opulent wines. "
